question,result_text,result_math
Marin ve komşusu Nancy günde 4'er elma yiyor. Otuz gün içinde kaç elma yerler?,"Marin ve Nancy günde 4'er elma yediğine göre, ikisi birlikte günde 8 elma yer. 30 günde toplam 8 × 30 = 240 elma yerler.",240.0
Bir kasede kırmızı elmalardan 12 tane daha fazla yeşil elma vardır. 16 kırmızı elma var. Kasede kaç tane elma vardır?,"Kırmızı elma sayısı 16. Yeşil elma sayısı, kırmızılardan 12 fazla olduğu için 16 + 12 = 28. Toplam elma sayısı 16 + 28 = 44.",44.0
Carly 22$'lık bir cüzdan ve cüzdanın dört katından 3$ daha ucuz bir çanta almayı düşünmektedir. Her iki ürünün toplam maliyeti nedir?,"Cüzdan 22 dolar, çanta ise cüzdanın dört katından 3 dolar daha ucuz: 4×22 - 3 = 88 - 3 = 85 dolar. Toplam maliyet 22 + 85 = 107 dolar.",107.0
"Bir deprem dört binanın çökmesine neden oldu. Uzmanlar, her bir depremin temelleri daha az sağlam hale getireceğinden, takip eden her bir depremde çöken bina sayısının bir öncekinin iki katı olacağını öngörmüşlerdir. Üç depremden sonra, ilk depremde yıkılanlar da dahil olmak üzere kaç bina yıkılmıştır?","İlk depremde 4 bina çöktü. İkinci depremde 4'ün iki katı olan 8 bina, üçüncü depremde ise 8'in iki katı olan 16 bina çöker. Toplam yıkılan bina sayısı 4+8+16=28'dir.",28.0
"Violet köpeğiyle birlikte çölde bir yürüyüş planlamaktadır. Violet'in yürüyüş yaptığı her saat için 800 ml suya, köpeğinin ise saatte 400 ml suya ihtiyacı vardır. Violet 4,8 L su taşıyabiliyorsa, köpeğiyle birlikte kaç saat yürüyüş yapabilir?","Violet saatte 800 ml, köpeği saatte 400 ml su tüketir. Toplam saatte 1200 ml = 1,2 L. 4,8 L su ile 4,8 / 1,2 = 4 saat yürüyebilirler.",4.0
Sandy'nin hedefi günde 3 litre su içmektir. Her 2 saatte bir 500 mililitre su içiyor. Kaç saat sonra toplam 3 litre su içebilecektir?,"3 litre = 3000 ml. Her 2 saatte 500 ml içiyor, bu nedenle 3000/500 = 6 kez içmesi gerekir. 6 kez içmek için 5 aralık (her biri 2 saat) gerekir, yani 5 × 2 = 10 saat sonra toplam 3 litre içmiş olur.",10.0
Jackson'ın Williams'tan 5 kat daha fazla parası var. Birlikte 150 dolarları var. Jackson'ın dolar cinsinden ne kadar parası var?,"Jackson'ın parası Williams'ın parasının 5 katı olduğuna göre, toplam para 6 katına eşittir. 150'yi 6'ya bölerek Williams'ın parasını 25 buluruz. Jackson'ın parası ise 5 katı olduğu için 125 olur.",125.0
Bekah tarih dersi için 408 sayfa okumak zorundaydı. Hafta sonu 113 sayfa okudu ve okumasını bitirmek için 5 günü kaldı. Ödevini tamamlamak için 5 gün boyunca her gün kaç sayfa okuması gerekecek?,Bekah'ın okuması gereken toplam sayfa sayısı 408'dir. Hafta sonu 113 sayfa okuduğu için kalan sayfa sayısı 408 - 113 = 295'tir. Kalan 5 günde bu sayfaları bitirmek için her gün 295 / 5 = 59 sayfa okumalıdır.,59.0
"Üç erkek çocuğun yaşları toplamı 29'dur. Çocuklardan ikisi aynı yaştaysa ve üçüncü çocuk 11 yaşındaysa, diğer iki çocuk kaç yaşındadır?","Üç çocuğun yaşları toplamı 29, üçüncü çocuk 11 ise diğer iki çocuğun yaşları toplamı 18 olur. İkisi aynı yaşta olduğu için her biri 9 yaşındadır.",9.0
"Haziran 2020'de New York'ta sıcaklık 80 dereceydi. O gün Miami'deki sıcaklık New York'taki sıcaklıktan 10 derece daha sıcak ve San Diego'daki sıcaklıktan 25 derece daha soğuksa, üç şehir için ortalama sıcaklık neydi?","New York sıcaklığı 80 derece. Miami, New York'tan 10 derece daha sıcak olduğu için 90 derece. Miami, San Diego'dan 25 derece daha soğuk olduğu için San Diego, Miami'den 25 derece daha sıcaktır: 90 + 25 = 115 derece. Ortalama sıcaklık (80 + 90 + 115) / 3 = 285 / 3 = 95 derecedir.",95.0
Roger bu sabah bisikletini 2 mil sürdü ve akşam da bunun 5 katını yaptı.  Roger bisikletini kaç mil sürmüştür?,"Roger sabah 2 mil bisiklet sürdü. Akşam bunun 5 katını sürdü, yani 5 × 2 = 10 mil. Toplamda 2 + 10 = 12 mil sürmüştür.",12.0
Bir kadının bir tatlı tarifi için 16 oz tereyağı alması gerekiyor.  Mağazada satılan tereyağından 16 oz'luk tek bir paketi 7$'a satın alabilir ya da 8 oz'luk bir paketi 4$'a satın alıp kupon kullanarak normalde tanesi 2$'a satılan 4 oz'luk iki paketi %50 indirimle alabilir (bu indirim her 4 oz'luk pakete ayrı ayrı uygulanır).  İhtiyacı olan 16 oz tereyağı için ödeyebileceği en düşük fiyat nedir?,16 oz tereyağı için iki seçenek vardır: 16 oz'luk tek paket 7$ veya 8 oz'luk paket (4$) artı kuponla iki adet 4 oz'luk paketi %50 indirimle (2$ yerine 1$'dan) almak toplam 4$ + 2$ = 6$ eder. En düşük fiyat 6$'dır.,6.0
Unique bisküvi yapıyor. Elinde 12 inç'e 12 inç boyutlarında bir hamur var. Kare bisküviler yapıyor ve her bir bisküvi 3 inçe 3 inç. Bu hamurla kaç tane bisküvi yapabilir?,"Hamur 12 inç x 12 inç boyutunda bir karedir. Her bisküvi 3 inç x 3 inç olduğundan, 12/3 = 4 bisküvi bir kenara sığar. Toplam bisküvi sayısı 4 x 4 = 16'dır.",16.0
"Carla bir parti waffle'ı 10 dakikada, kızarmış tavuk bifteğini ise 6 dakikada pişirebiliyor. Üç biftek ve bir parti waffle pişirmesi ne kadar sürer?","Carla bir parti waffle'ı 10 dakikada, bir bifteği 6 dakikada pişirebiliyor. Üç biftek ve bir parti waffle pişirecektir. Biftekler ayrı ayrı pişirileceğinden, üç biftek için 3 × 6 = 18 dakika, waffle için 10 dakika gerekir. Toplam süre 18 + 10 = 28 dakikadır.",28.0
Kate 7 paket kırmızı ve 6 paket sarı zıplama topu satın aldı. Her pakette 18 zıplama topu vardı. Kate sarı zıp zıp toplardan kaç tane daha fazla kırmızı zıp zıp top satın almıştır?,"Kate 7 paket kırmızı top almış, her pakette 18 top var, yani kırmızı top sayısı 7 × 18 = 126. Sarı top için 6 paket, her pakette 18 top, yani sarı top sayısı 6 × 18 = 108. Farkı bulmak için 126 - 108 = 18.",18.0
"Kiarra Bea'den iki kat daha yaşlı. Job, Bea'dan 3 kat daha yaşlı. Figaro, Job'dan 7 yaş büyüktür. Harry, Figaro'nun yarısı kadar yaşlıdır. Kiarra 30 yaşındaysa, Harry kaç yaşındadır?","Kiarra 30 yaşında ve Bea'den iki kat büyük, bu yüzden Bea 15. Job, Bea'dan 3 kat büyük, yani 45. Figaro, Job'dan 7 yaş büyük, yani 52. Harry, Figaro'nun yarısı, yani 26.",26.0
"Carla bıçağını bilemek için 10 dakika, sebze soymak için ise bunun 3 katı kadar zaman harcıyor. Bu faaliyetler için toplam ne kadar zaman harcıyor?","Bıçak bileme 10 dakika, sebze soyma bunun 3 katı yani 30 dakika. Toplam 10 + 30 = 40 dakika.",40.0
Mary ve Rose hediye almak için alışverişe gittiler. Aynı miktarda harcama yaptılar. Mary her biri 50$'a iki çift güneş gözlüğü ve 100$'a bir kot pantolon aldı.  Rose 150$'a bir çift ayakkabı ve iki deste basketbol kartı aldı. Bir deste basketbol kartının fiyatı ne kadardı?,"Mary'nin harcaması: 2 çift güneş gözlüğü (2×50=100$) + 1 kot pantolon (100$) = 200$. Rose'un harcaması: 1 çift ayakkabı (150$) + 2 deste basketbol kartı. Harcamalar eşit olduğuna göre 150 + 2×kart_fiyatı = 200, buradan 2×kart_fiyatı = 50, kart_fiyatı = 25$.",25.0
"Amelia'nın yıkaması gereken çamaşırlar var. Çamaşır makinesinde 72 dakika ve kurutucuda 50 dakika sürecek bir beyaz çamaşır yükü var. Çamaşır makinesinde 58 dakika ve kurutucuda 65 dakika sürecek bir koyu renk çamaşır yükü var. Yıkayıcıda 45 dakika ve kurutucuda 54 dakika sürecek bir renkli çamaşır yükü var. Her seferinde bir yük yıkarsa, üç yükü de yıkaması ve kurutması dakika cinsinden ne kadar sürer?","Öncelikle, her yükün yıkama ve kurutma süreleri var. Yıkama ve kurutma makineleri ayrı olduğu için aynı anda farklı yükler üzerinde çalışabilirler. Ancak her makine aynı anda sadece bir yük işleyebilir. Bu bir iki makineli akış tipi çizelgeleme problemidir. En kısa süreyi bulmak için Johnson kuralı kullanılır. Johnson kuralına göre, yıkama süresi kurutma süresinden küçük olan yükler önce, büyük olanlar sonra sıralanır. Karşılaştırma: Renkli (45<54) ve Koyu (58<65) önce, Beyaz (72>50) sonra. Renkli ve Koyu arasında yıkama süresi küçük olan önce gelir, yani Renkli (45) ardından Koyu (58). Sıralama: Renkli, Koyu, Beyaz. Şimdi bu sırayla zaman çizelgesi oluşturulur: Renkli yıkama 45 dk, biter 45. Kurutma başlar 45, biter 99. Koyu yıkama başlar 45, biter 103. Kurutma, Renkli'nin kurutması 99'da bittiğinden, Koyu'nun yıkaması bitene kadar bekler, başlar 103, biter 168. Beyaz yıkama başlar 103, biter 175. Kurutma, Koyu'nun kurutması 168'de bittiğinden, Beyaz'ın yıkaması bitene kadar bekler, başlar 175, biter 225. Toplam süre 225 dakikadır.",225.0
"Brenda, her yıl orijinal tutarın dörtte üçü oranında basit faiz biriktiren bir plana 300 $ yatırmıştır. Üç yıl sonra toplam ne kadar parası olacaktır?","Brenda 300 dolar yatırıyor. Yıllık basit faiz oranı orijinal tutarın dörtte üçü, yani %75. Üç yıllık basit faiz: 300 × 0.75 × 3 = 675 dolar. Toplam para anapara artı faiz: 300 + 675 = 975 dolar.",975.0
"Kimiko dört YouTube videosu izler. İlk video 2 dakika, ikinci video 4 dakika 30 saniye ve son iki video eşit uzunluktadır. YouTube izleyerek toplam 510 saniye geçiriyorsa, son iki videonun her biri kaç saniye uzunluğundadır?","İlk video 2 dakika = 120 saniye, ikinci video 4 dakika 30 saniye = 270 saniye. Toplam 510 saniye olduğuna göre, son iki videonun toplam süresi 510 - (120+270) = 120 saniye. Her biri eşit olduğu için 120/2 = 60 saniye.",60.0
"Zhang, Li'den iki kat daha yaşlı.  Li 12 yaşında.  Zhang'ın kardeşi Jung, Zhang'dan 2 yaş büyük.  Jung kaç yaşında?","Li 12 yaşında ve Zhang ondan iki kat daha yaşlı, yani Zhang 24 yaşında. Jung, Zhang'dan 2 yaş büyük olduğuna göre Jung 26 yaşındadır.",26.0
Jake borcunun bir kısmını kapatmayı kabul eder.  Birine 100 dolar borcu vardı ama geri kalanını ödemeyi kabul etmeden önce ona 40 dolar ödedi.   Saati 15 dolara çalıştı.  Kaç saat çalışması gerekiyordu?,"Jake'in başlangıçta 100 dolar borcu vardı. 40 dolar ödedikten sonra kalan borç 60 dolar oldu. Saati 15 dolara çalıştığına göre, kalan borcu ödemek için 60 / 15 = 4 saat çalışması gerekir.",4.0
John jüri görevine başlar.  Jüri seçimi 2 gün sürer.  Duruşmanın kendisi jüri seçiminden 4 kat daha uzun sürer. Bu karmaşık bir davadır.  Jüri müzakerelerinde harcanan saat sayısı 6 tam güne eşdeğerdir.  Müzakere için günde 16 saat harcıyorlar.  John jüri görevinde kaç gün geçiriyor?,"Jüri seçimi 2 gün sürer. Duruşma, jüri seçiminden 4 kat daha uzun olduğu için 2 * 4 = 8 gün sürer. Müzakere 6 tam güne eşdeğerdir (6 * 24 = 144 saat). Günde 16 saat harcadıkları için müzakere gün sayısı 144 / 16 = 9 gündür. Toplam gün: 2 + 8 + 9 = 19 gün.",19.0
"Niko, her biri 2 dolar olan 9 çift çorap satın almıştır ve bunları yeniden satmayı planlamaktadır. Dört çift çoraptan %25, diğer 5 çift çorabın her birinden ise 0,2$ kâr elde etmek istemektedir. Toplam kârı ne kadar olacaktır?","Maliyet: 9 çift × 2 dolar = 18 dolar. İlk 4 çiftten %25 kâr: her çiftten 0,5 dolar, toplam 2 dolar. Diğer 5 çiftten 0,2 dolar kâr: toplam 1 dolar. Toplam kâr 2+1=3 dolar.",3.0
"James Warhammer 40k figürlerinden oluşan bir ordu kuruyor. Bir uzay denizcisini boyaması 20 dakika, bir dretnotu boyaması ise 70 dakika sürüyor. Eğer 6 uzay denizcisi ve 2 dretnot boyarsa, toplamda ne kadar zaman harcıyor?","Her bir uzay denizcisi 20 dakika, her bir dretnot 70 dakika sürüyor. 6 uzay denizcisi için 6 × 20 = 120 dakika, 2 dretnot için 2 × 70 = 140 dakika. Toplam 120 + 140 = 260 dakika.",260.0
"Tyson okul bahçesinde basketbol oynadı. On beş kez üç sayı, on iki kez de iki sayı attı. Ayrıca birkaç kez de bir sayı attı. Toplamda 75 sayı attıysa, kaç kez bir sayı atmıştır?","Üç sayı atışları: 15 kez × 3 sayı =  = 45 sayı. İki sayı atışları: 12 kez × 2 = 24 sayı. Bir sayı atışlarına x diyelim. Toplam: 45 + 24 + x = 75. 69 + x = 75, x = 6.",6.0
"Steven'ın öğretmeni sınıfa 60 farklı meyve tohumu toplamaları için bir ödev gönderir. Elmalar ortalama 6 çekirdek, armutlar ortalama 2 çekirdek ve üzümler ortalama 3 çekirdektir. Steven tohumlarını çıkarmak için 4 elma, 3 armut ve 9 üzüm ayırmıştır. Görevini yerine getirmek için daha kaç tohuma ihtiyacı vardır?","Steven'ın elmalardan elde ettiği tohum sayısı: 4 × 6 = 24. Armutlardan: 3 × 2 = 6. Üzümlerden: 9 × 3 = 27. Toplam tohum: 24 + 6 + 27 = 57. 60 tohum gerekli olduğundan, eksik tohum sayısı: 60 - 57 = 3.",3.0
Bir şekerleme dükkanı çeşitli şekerlemelerde gıda boyası kullanmaktadır. Her lolipop için 5 ml gıda boyası kullanılıyor ve her sert şekerleme için de gıda boyası gerekiyor. Şekerci dükkanı bir günde 100 lolipop ve 5 sert şekerleme yapıyor. Başka hiçbir şeyde gıda boyası kullanmıyorlar. Mağaza gün sonunda 600 ml gıda boyası kullanmıştır. Her bir sert şekerleme için mililitre cinsinden ne kadar gıda boyası gerekir?,"Lolipoplar için kullanılan toplam gıda boyası: 100 lolipop × 5 ml = 500 ml. Toplam 600 ml kullanıldığına göre, sert şekerlemelere kalan miktar: 600 ml - 500 ml = 100 ml. 5 sert şekerleme olduğundan, her biri için: 100 ml ÷ 5 = 20 ml.",20.0
"Mabel, Lake Lisesi'nin 4500 adım doğusunda yaşıyor. Helen ise Mabel'in 3/4 adım ötesinde, okulun hemen batısında yaşıyor. Ödevlerini birlikte yapabilmeleri için Mabel'ın Helen'i ziyaret etmek için yürüyeceği toplam adım sayısı kaçtır?","Mabel, okulun 4500 adım doğusunda yaşıyor. Helen ise okulun batısında yaşıyor ve Mabel'in okula olan uzaklığının 3/4'ü kadar, yani 3375 adım uzaklıkta. Mabel'den Helen'e gitmek için önce okula kadar 4500 adım, ardından Helen'in evine kadar 3375 adım yürümesi gerekir. Toplam adım sayısı 4500 + 3375 = 7875'tir.",7875.0
"Adam bir marketten 3 kilogram kuruyemiş ve 2,5 kilogram kuru meyve satın aldı. Bir kilogram kuruyemişin fiyatı 12$ ve bir kilogram kuru meyvenin fiyatı 8$'dır.","3 kg kuruyemiş için 3 * 12 = 36 dolar, 2,5 kg kuru meyve için 2,5 * 8 = 20 dolar öder. Toplam harcama 36 + 20 = 56 dolardır.",56.0
"Jasmine'in öğretmeni ödül olarak çıkartma veriyor. Derse katıldığı için ona 15 çıkartma verildi, ancak oyun zamanı sırasında 7 çıkartma kaybetti. Ancak, öğretmeni sınıf arkadaşlarına yardım ettiği için ona 5 çıkartma daha verdi. Sonunda kaç tane çıkartması oldu?","Önce derse katılım için 15 çıkartma alır, sonra 7 kaybeder (15-7=8), ardından yardım için 5 daha alır (8+5=13).",13.0
Köpeğim ben 15 yaşındayken doğdu. Bundan iki yıl sonra köpeğim 4 yaşına girecek. Şimdi kaç yaşındayım?,"Köpeğim doğduğunda ben 15 yaşındaydım, yani aramızda 15 yaş fark var. İki yıl sonra köpeğim 4 yaşında olacağına göre şu an 2 yaşında. O halde ben şu an 2 + 15 = 17 yaşındayım.",17.0
"Carla bir yerde beklerken zaman geçirmek için etrafındaki şeyleri saymayı sever. Pazartesi günü okulun başlamasını beklerken tavandaki kiremitleri sayıyor---38. Kendisininkini teslim ettikten sonra herkesin testlerini bitirmesini beklerken odadaki kitapları sayar--75. Salı günü Carla tüm fayansları arka arkaya iki kez sayıyor ve öğretmenin notlandırılmış testleri dağıtmayı bitirmesini uzun süre beklemek zorunda kaldığında kitapları arka arkaya üç kez sayıyor. Carla bir şeyi her saydığında bir kez sayılıyorsa, Carla Salı günü bir şeyi kaç kez saymıştır?","Salı günü Carla, tüm fayansları iki kez ve kitapları üç kez saymıştır. Toplam sayma sayısı 2 + 3 = 5'tir.",5.0
"Erica torununa Kenya'nın Maasai Mara bölgesinde yaptığı son safari sırasında gördüğü hayvanları anlatıyor. Cumartesi günü 3 aslan ve 2 fil görmüş. Pazar günü 2 bufalo ve 5 leopar, Pazartesi günü ise 5 gergedan ve 3 yaban domuzu gördü. Erica'nın gördüğü toplam hayvan sayısı kaçtır?","Cum, toplam hayvan sayısını bulmak için her gün gördüğü hayvanları topluyoruz: Cumartesi 3 aslan + 2 fil = 5, Pazar 2 bufalo + 5 leopar = 7, Pazartesi 5 gergedan + 3 yaban domuzu = 8. Toplam 5+7+8=20.",20.0
Jana'nın 27 yavrusu var. Jana'nın yavrularının üçte ikisi Pomeranyan. Pomeranyanların üçte biri kız. Jana'nın kaç tane kız Pomeranyanı var?,Jana'nın 27 yavrusu var. Pomeranyanların sayısı: 27 × 2/3 = 18. Kız Pomeranyanların sayısı: 18 × 1/3 = 6.,6.0
"John nişanlısına nişan gününde 4000$ değerinde bir yüzük, düğün gününde 2000$ değerinde bir araba ve nişan sırasında verdiği yüzüğün iki katı değerinde elmas bir bilezik hediye etmiştir. John'un nişanlısına verdiği hediyelerin değeri nedir?","Nişan yüzüğü 4000$, düğün arabası 2000$, bilezik ise yüzüğün iki katı yani 8000$'dır. Toplam: 4000 + 2000 + 8000 = 14000$.",14000.0
"Jace saatte 60 mil hızla gidiyor. Jace aralıksız 4 saat araba kullanır, 30 dakika mola verir ve ardından aralıksız 9 saat daha araba kullanırsa, kaç mil yol kat eder?","Jace 4 saat araba kullanır, 30 dakika mola verir, sonra 9 saat araba kullanır. Toplam araba kullanma süresi 4 + 9 = 13 saat. Hızı saatte 60 mil, bu nedenle kat edilen yol: 13 × 60 = 780 mil.",780.0
Bir bardak süt 8 ons süttür.  John 2 bardak süt içiyor.  Sütün onsunda 3 kalori varsa kaç kalori tüketmiştir?,"John 2 bardak süt içiyor, her bardak 8 ons olduğuna göre toplam 16 ons süt tüketir. Her ons 3 kalori içerdiğinden toplam kalori 16 ile 3'ün çarpımı olan 48'dir.",48.0
"Bir turtanın tanesi 4 dolar. Her turta 3 parçadan oluşuyor. Fırın bir saat boyunca 12 turta yapabilir. Bir turta yapmanın fırına maliyeti 0,5 dolardır. Fırının tüm turta parçalarını satabileceğini düşünürsek, ne kadar para kazanır?","Fırın bir saatte 12 turta yapar. Her turta 4 dolardan satıldığında toplam gelir 12 * 4 = 48 dolar olur. Her turtanın maliyeti 0,5 dolar olduğundan toplam maliyet 12 * 0,5 = 6 dolardır. Kazanç = gelir - maliyet = 48 - 6 = 42 dolar.",42.0
Tom bir tiyatro açmaya karar verir.  İhtiyacı olan alanın metrekare başına 5 dolara mal olacağını ve tiyatrosundaki her koltuk için 12 metrekareye ihtiyacı olduğunu biliyor.  500 kişilik bir tiyatro istiyor.  Ayrıca inşaatın arsadan iki kat daha pahalıya mal olacağının da farkındadır.  Maliyetin %40'ını karşılayan bir ortağı var.  Tom ne kadar harcama yapar?,"Öncelikle toplam alanı hesaplarız: 500 koltuk × 12 metrekare/koltuk = 6000 metrekare. Arsa maliyeti: 6000 × 5 = 30,000 dolar. İnşaat maliyeti arsadan iki kat pahalı: 2 × 30,000 = 60,000 dolar. Toplam maliyet: 30,000 + 60,000 = 90,000 dolar. Ortağı %40'ını karşıladığı için Tom %60'ını öder: 90,000 × 0.6 = 54,000 dolar.",54000.0
"Village Foods uygun fiyata iyi gıda satıyor.  Uzmanlık alanları taze sebzelerdir.  Ayda 500 müşteri alıyorlarsa ve her müşteri tanesi 1 dolardan 2 baş marul ve tanesi 0,5 dolardan 4 domates alıyorsa, dükkanın marul ve domates satışlarından elde edeceği para dolar cinsinden ne kadardır?","Her müşteri 2 baş marul (tanesi 1 dolar) ve 4 domates (tanesi 0,5 dolar) alır. Müşteri başına marul: 2 × 1 = 2 dolar, domates: 4 × 0,5 = 2 dolar, toplam 4 dolar. 500 müşteri için toplam satış: 500 × 4 = 2000 dolar.",2000.0
"Julie, saat ücreti 5$ olan bir restoranda çalışmaktadır. Günde 8 saat ve haftada 6 gün çalışmaktadır. Bir gün işe gidememiş olsaydı aylık maaşı ne kadar olurdu?","Julie normalde haftada 6 gün, günde 8 saat çalışır. Haftalık kazancı 6 * 8 * 5 = 240 TL'dir. Aylık normal kazancı 240 * 4 = 960 TL'dir. Bir gün işe gitmediğinde o günün ücreti olan 8 * 5 = 40 TL kaybeder. Bu durumda aylık maaşı 960 - 40 = 920 TL olur.",920.0
"Aren'in New York'tan Hawaii'ye uçuşu 11 saat 20 dakika sürecektir.  2 saatini kitap okuyarak, 4 saatini iki film izleyerek, 30 dakikasını akşam yemeğini yiyerek, 40 dakikasını radyo dinleyerek ve 1 saat 10 dakikasını oyun oynayarak geçirir.  Kestirmek için kaç saati kalmıştır?","Uçuş süresi 11 saat 20 dakika = 34/3 saat. Aktiviteler: kitap 2 saat, film 4 saat, yemek 30 dk=1/2 saat, radyo 40 dk=2/3 saat, oyun 1 saat 10 dk=7/6 saat. Toplam aktivite süresi = 2+4+1/2+2/3+7/6 = 25/3 saat. Kalan süre = 34/3 - 25/3 = 9/3 = 3 saat.",3.0
Tom en sevdiği fandomlardan birkaç tişört almaya karar verir çünkü en sevdiği web sitesinde indirim vardır.  En sevdiği 4 fandomun her birinden 5 tişört satın alır.  Tişörtlerin tanesi normalde 15$'dır ancak %20 indirim vardır.   Sipariş ücretsiz kargo hakkı kazandı ancak yine de %10 vergi ödemesi gerekiyordu.  Ne kadar ödemiştir?,"Tom 4 fandomdan her biri için 5 tişört aldı, toplam 20 tişört. Normalde tanesi 15$ ama %20 indirimle 12$'a gelir. Toplam ürün bedeli 20 * 12 = 240$'dır. %10 vergi eklenince 240 * 0.1 = 24$ vergi öder. Toplam ödeme 240 + 24 = 264$'dır.",264.0
Jack 3 çocuğunun her biri için 3 gömlek dikiyor. Her gömlek için 7 düğme dikiyor. Jack tüm gömlekler için kaç düğme kullanmalıdır?,"Jack'in 3 çocuğu var, her çocuk için 3 gömlek dikiyor, toplam 9 gömlek eder. Her gömleğe 7 düğme dikiyor, toplam 9 * 7 = 63 düğme.",63.0
"Leo'nun bir kavanozda 400 bilyesi vardı. Misketleri her pakette on misket olacak şekilde paketledi ve bir kısmını iki arkadaşına, Manny ve Neil'e verdi.   Manny'ye bilye paketlerinin 1/4'ünü verdi, Neil'e bilye paketlerinin 1/8'ini verdi ve geri kalanı kendisinde kaldı. Leo kaç paket bilyeyi sakladı?","Toplam paket sayısı 400/10=40'tır. Manny'ye 40×(1/4)=10 paket, Neil'e 40×(1/8)=5 paket verilir. Verilen toplam paket 10+5=15'tir. Leo'nun sakladığı paket sayısı 40-15=25'tir.",25.0
"Bir çiftlikte 2 inek, 3 domuz ve 6 keçi vardır. Çiftçi 3 inek, 5 domuz ve 2 keçi eklemeyi planlamaktadır. Çiftlikte kaç hayvan olacaktır?",Başlangıçtaki hayvan sayıları: 2 inek + 3 domuz + 6 keçi = 11 hayvan. Eklenenler: 3 inek + 5 domuz + 2 keçi = 10 hayvan. Toplam: 11 + 10 = 21 hayvan.,21.0
"Legoland'de her koala için 5 kanguru vardır. Legoland'de 180 kanguru varsa, toplam kaç koala ve kanguru vardır?","Her koala için 5 kanguru olduğundan, kanguru sayısı koala sayısının 5 katıdır. Kanguru sayısı 180 ise, koala sayısı 180/5 = 36 olur. Toplam hayvan sayısı koala ve kanguruların toplamıdır: 36 + 180 = 216.",216.0
"Bay Lalande'a yaşlı teyzesi Adeline'den 20.000 Euro miras kalmıştır. Çok mutludur çünkü hayallerindeki arabayı, 18000 € değerinde mükemmel bir arabayı alabilecektir. Bayiye gider ve arabayı dener. Almaya karar verir, ancak her şeyi hemen ödemek yerine birkaç taksitte ödemeyi seçer. Arabayla ayrılabilmek için 3.000 Avro öder ve satıcı geri kalanını 6 aylık taksitler halinde ödemesini teklif eder. Bay Lalande her ay ne kadar ödemek zorundadır?","Arabanın fiyatı 18.000 Euro, peşinat 3.000 Euro ödeniyor. Kalan borç 18.000 - 3.000 = 15.000 Euro. Bu borç 6 aya bölünüyor: 15.000 / 6 = 2.500 Euro.",2500.0
"Dorothy 15 yaşındadır ve ailesiyle birlikte bir müzeye gitmek istemektedir. Ailesi kendisi, küçük erkek kardeşi, anne babası ve büyükbabasından oluşmaktadır. Normal bilet ücreti 10 dolardır. 18 yaşında veya daha küçük olanlara %30 indirim uygulanmaktadır. Şu anda 70 doları olan Dorothy'nin bu seyahatten sonra ne kadar parası olacaktır?","Dorothy 15 yaşında olduğu için %30 indirimli bilet alır: 10 - 3 = 7 dolar. Küçük erkek kardeşi de 18 yaşından küçük olduğu için indirimli bilet alır: 7 dolar. Anne, baba ve büyükbaba yetişkin olduğu için tam bilet öder: 3 × 10 = 30 dolar. Toplam maliyet: 30 + 7 + 7 = 44 dolar. Dorothy'nin 70 doları var, harcadıktan sonra 70 - 44 = 26 dolar kalır.",26.0
"Üç arkadaş 3 saat spor yaptıktan sonra öğle yemeği için dışarı çıkarlar. Adam öğle yemeği için Rick'in üçte ikisi kadar para harcıyor. Rick ve Jose aynı fiyatta öğle yemeği yiyor. Jose 45 dolar değerinde öğle yemeği yediyse, üçünün öğle yemeği maliyeti nedir?","Jose 45 dolar harcar. Rick ve Jose aynı fiyatta yemek yediğinden Rick de 45 dolar harcar. Adam, Rick'in harcamasının üçte ikisi kadar harcar, yani 45 doların 2/3'ü = 30 dolar. Toplam maliyet: 45 + 45 + 30 = 120 dolar.",120.0
Nadine bir garaj satışına gitti ve 56 dolar harcadı. 34 dolara bir masa ve 2 sandalye aldı. Her sandalye aynı miktara mal oldu. Bir sandalye ne kadara mal oldu?,"Toplam harcama 56 dolar, masaya 34 dolar ödendiğine göre iki sandalyeye kalan miktar 56 - 34 = 22 dolar. Her sandalye eşit olduğundan bir sandalye 22 / 2 = 11 dolar.",11.0
"Conor bir günde 12 patlıcan, 9 havuç ve 8 patates doğrayabilir. Haftada 4 kez çalışırsa, kaç sebze doğrayabilir?","Conor bir günde toplam 12+9+8=29 sebze doğrar. Haftada 4 kez çalıştığına göre, bir haftada toplam 29*4=116 sebze doğrar.",116.0
Barry'nin 10.00 dolar değerinde on senti vardır.  Küçük kardeşi Dan'in bu miktarın yarısı kadar parası vardır ama okuldan eve dönerken 2 tane daha on sent bulur.  Dan'in kaç tane on senti var?,"Barry'nin 10 doları on sent olarak 100 tane on sent eder. Dan'in parası Barry'nin yarısı olduğundan 5 doları vardır, bu da 50 on senttir. Sonra 2 tane daha bulunca toplam 52 on senti olur.",52.0
Bir tüccarın stokunda 55 çuval pirinç vardır. Bazı pirinç çuvallarını satıyor ve 132 çuval pirinç stokluyor. Şu anda 164 çuval pirinci varsa kaç çuval pirinç satmıştır?,"Tüccarın başlangıçta 55 çuvalı var. x çuval satıyor, ardından 132 çuval stokluyor. Son durumda 164 çuvalı var. Denklem: 55 - x + 132 = 164. 55 + 132 = 187, 187 - x = 164, x = 187 - 164 = 23.",23.0
